country_code,year_data,incgroup_historical,fcv,ssa_subregion_code,year,income_group,income_group_code
AUT,1997,High income,,,1997,High income,HIC
AUT,1992,High income,,,1992,High income,HIC
AUT,2009,High income,No,,2009,High income,HIC
AUT,2003,High income,No,,2003,High income,HIC
AUT,2000,High income,No,,2000,High income,HIC
AUT,2016,High income,No,,2016,High income,HIC
AUT,2001,High income,No,,2001,High income,HIC
AUT,2008,High income,No,,2008,High income,HIC
AUT,2018,High income,No,,2018,High income,HIC
AUT,2023,High income,No,,2023,High income,HIC
AUT,2002,High income,No,,2002,High income,HIC
AUT,1989,High income,,,1989,High income,HIC
AUT,2012,High income,No,,2012,High income,HIC
AUT,2005,High income,No,,2005,High income,HIC
AUT,2022,High income,No,,2022,High income,HIC
AUT,2014,High income,No,,2014,High income,HIC
AZE,2012,Upper middle income,No,,2012,Upper middle income,UMIC
AZE,2008,Lower middle income,No,,2008,Lower middle income,LMIC
AZE,2005,Lower middle income,No,,2005,Lower middle income,LMIC
AZE,2010,Upper middle income,No,,2010,Upper middle income,UMIC
AZE,2021,Upper middle income,No,,2021,Upper middle income,UMIC
AZE,1995,Low income,,,1995,Low income,LIC
AZE,1993,Lower middle income,,,1993,Lower middle income,LMIC
AZE,1991,Lower middle income,,,1991,Lower middle income,LMIC
AZE,2011,Upper middle income,No,,2011,Upper middle income,UMIC
AZE,1998,Low income,No,,1998,Low income,LIC
AZE,1999,Low income,No,,1999,Low income,LIC
AZE,1989,Lower middle income,,,1989,Lower middle income,LMIC
AZE,1990,Lower middle income,,,1990,Lower middle income,LMIC
AZE,1994,Low income,,,1994,Low income,LIC
AZE,1992,Lower middle income,,,1992,Lower middle income,LMIC
AZE,1988,Lower middle income,,,1988,Lower middle income,LMIC
AZE,2020,Upper middle income,Yes,,2020,Upper middle income,UMIC
AZE,2024,Upper middle income,No,,2024,Upper middle income,UMIC
AZE,2017,Upper middle income,No,,2017,Upper middle income,UMIC
AZE,1987,Lower middle income,,,1987,Lower middle income,LMIC
AZE,2019,Upper middle income,No,,2019,Upper middle income,UMIC
AZE,1996,Low income,,,1996,Low income,LIC
AZE,2018,Upper middle income,No,,2018,Upper middle income,UMIC
AZE,2000,Low income,No,,2000,Low income,LIC
AZE,2001,Low income,No,,2001,Low income,LIC
AZE,2016,Upper middle income,No,,2016,Upper middle income,UMIC
AZE,2007,Lower middle income,No,,2007,Lower middle income,LMIC
AZE,2013,Upper middle income,No,,2013,Upper middle income,UMIC
AZE,1997,Low income,,,1997,Low income,LIC
AZE,2004,Lower middle income,No,,2004,Lower middle income,LMIC
AZE,2023,Upper middle income,No,,2023,Upper middle income,UMIC
AZE,2009,Upper middle income,No,,2009,Upper middle income,UMIC
AZE,2015,Upper middle income,No,,2015,Upper middle income,UMIC
AZE,2002,Low income,No,,2002,Low income,LIC
AZE,2003,Lower middle income,No,,2003,Lower middle income,LMIC
AZE,2006,Lower middle income,No,,2006,Lower middle income,LMIC
AZE,2014,Upper middle income,No,,2014,Upper middle income,UMIC
AZE,2022,Upper middle income,No,,2022,Upper middle income,UMIC
BDI,2021,Low income,Yes,Eastern and Southern Africa,2021,Low income,LIC
BDI,2008,Low income,Yes,Eastern and Southern Africa,2008,Low income,LIC
BDI,2022,Low income,Yes,Eastern and Southern Africa,2022,Low income,LIC
BDI,2013,Low income,Yes,Eastern and Southern Africa,2013,Low income,LIC
BDI,1990,Low income,,Eastern and Southern Africa,1990,Low income,LIC
BDI,1998,Low income,Yes,Eastern and Southern Africa,1998,Low income,LIC
BDI,1997,Low income,,Eastern and Southern Africa,1997,Low income,LIC
BDI,2019,Low income,Yes,Eastern and Southern Africa,2019,Low income,LIC
BDI,2002,Low income,Yes,Eastern and Southern Africa,2002,Low income,LIC
BDI,2001,Low income,Yes,Eastern and Southern Africa,2001,Low income,LIC
BDI,1991,Low income,,Eastern and Southern Africa,1991,Low income,LIC
BDI,2000,Low income,Yes,Eastern and Southern Africa,2000,Low income,LIC
BDI,1989,Low income,,Eastern and Southern Africa,1989,Low income,LIC
BDI,2012,Low income,Yes,Eastern and Southern Africa,2012,Low income,LIC
BDI,1999,Low income,Yes,Eastern and Southern Africa,1999,Low income,LIC
BDI,2018,Low income,Yes,Eastern and Southern Africa,2018,Low income,LIC
BDI,1996,Low income,,Eastern and Southern Africa,1996,Low income,LIC
BDI,2023,Low income,Yes,Eastern and Southern Africa,2023,Low income,LIC
BDI,2011,Low income,Yes,Eastern and Southern Africa,2011,Low income,LIC
BDI,2006,Low income,Yes,Eastern and Southern Africa,2006,Low income,LIC
BDI,2017,Low income,Yes,Eastern and Southern Africa,2017,Low income,LIC
BDI,2015,Low income,Yes,Eastern and Southern Africa,2015,Low income,LIC
BDI,1987,Low income,,Eastern and Southern Africa,1987,Low income,LIC
BDI,2020,Low income,Yes,Eastern and Southern Africa,2020,Low income,LIC
BDI,2010,Low income,Yes,Eastern and Southern Africa,2010,Low income,LIC
BDI,2005,Low income,Yes,Eastern and Southern Africa,2005,Low income,LIC
BDI,1994,Low income,,Eastern and Southern Africa,1994,Low income,LIC
BDI,2024,Low income,Yes,Eastern and Southern Africa,2024,Low income,LIC
BDI,1992,Low income,,Eastern and Southern Africa,1992,Low income,LIC
BDI,2007,Low income,Yes,Eastern and Southern Africa,2007,Low income,LIC
BDI,2014,Low income,Yes,Eastern and Southern Africa,2014,Low income,LIC
BDI,2009,Low income,Yes,Eastern and Southern Africa,2009,Low income,LIC
BDI,2003,Low income,Yes,Eastern and Southern Africa,2003,Low income,LIC
BDI,2004,Low income,Yes,Eastern and Southern Africa,2004,Low income,LIC
BDI,1995,Low income,,Eastern and Southern Africa,1995,Low income,LIC
BDI,1988,Low income,,Eastern and Southern Africa,1988,Low income,LIC
BDI,1993,Low income,,Eastern and Southern Africa,1993,Low income,LIC
BEL,2008,High income,No,,2008,High income,HIC
BEL,1992,High income,,,1992,High income,HIC
BEL,1991,High income,,,1991,High income,HIC
BEL,2007,High income,No,,2007,High income,HIC
BEL,2020,High income,No,,2020,High income,HIC
BEL,1989,High income,,,1989,High income,HIC
BEL,2006,High income,No,,2006,High income,HIC
BEL,2023,High income,No,,2023,High income,HIC
BEL,2024,High income,No,,2024,High income,HIC
BEL,2009,High income,No,,2009,High income,HIC
BEL,1999,High income,No,,1999,High income,HIC
BEL,2018,High income,No,,2018,High income,HIC
BEL,2004,High income,No,,2004,High income,HIC
BEL,2001,High income,No,,2001,High income,HIC
BEL,1994,High income,,,1994,High income,HIC
BEL,2022,High income,No,,2022,High income,HIC
BEL,2017,High income,No,,2017,High income,HIC
BEL,2003,High income,No,,2003,High income,HIC
BEL,1987,High income,,,1987,High income,HIC
BEL,2021,High income,No,,2021,High income,HIC
BEL,2011,High income,No,,2011,High income,HIC
BEL,2016,High income,No,,2016,High income,HIC
BEL,2005,High income,No,,2005,High income,HIC
BEL,2010,High income,No,,2010,High income,HIC
BEL,1997,High income,,,1997,High income,HIC
BEL,1990,High income,,,1990,High income,HIC
BEL,1995,High income,,,1995,High income,HIC
BEL,2002,High income,No,,2002,High income,HIC
BEL,2012,High income,No,,2012,High income,HIC
BEL,1996,High income,,,1996,High income,HIC
BEL,2013,High income,No,,2013,High income,HIC
BEL,2014,High income,No,,2014,High income,HIC
BEL,2000,High income,No,,2000,High income,HIC
BEL,1993,High income,,,1993,High income,HIC
BEL,2015,High income,No,,2015,High income,HIC
BEL,2019,High income,No,,2019,High income,HIC
BEL,1988,High income,,,1988,High income,HIC
BEL,1998,High income,No,,1998,High income,HIC
BEN,1993,Low income,,Western and Central Africa,1993,Low income,LIC
BEN,1999,Low income,No,Western and Central Africa,1999,Low income,LIC
BEN,2004,Low income,No,Western and Central Africa,2004,Low income,LIC
BEN,2007,Low income,No,Western and Central Africa,2007,Low income,LIC
BEN,1990,Low income,,Western and Central Africa,1990,Low income,LIC
BEN,2012,Low income,No,Western and Central Africa,2012,Low income,LIC
BEN,2015,Low income,No,Western and Central Africa,2015,Low income,LIC
BEN,2024,Lower middle income,No,Western and Central Africa,2024,Lower middle income,LMIC
BEN,2011,Low income,No,Western and Central Africa,2011,Low income,LIC
BEN,2018,Low income,No,Western and Central Africa,2018,Low income,LIC
BEN,2021,Lower middle income,No,Western and Central Africa,2021,Lower middle income,LMIC
BEN,1996,Low income,,Western and Central Africa,1996,Low income,LIC
BEN,1998,Low income,No,Western and Central Africa,1998,Low income,LIC
BEN,1987,Low income,,Western and Central Africa,1987,Low income,LIC
BEN,2022,Lower middle income,No,Western and Central Africa,2022,Lower middle income,LMIC
BEN,2019,Lower middle income,No,Western and Central Africa,2019,Lower middle income,LMIC
BEN,2000,Low income,No,Western and Central Africa,2000,Low income,LIC
BEN,1992,Low income,,Western and Central Africa,1992,Low income,LIC
BEN,2009,Low income,No,Western and Central Africa,2009,Low income,LIC
BEN,1997,Low income,,Western and Central Africa,1997,Low income,LIC
BEN,1994,Low income,,Western and Central Africa,1994,Low income,LIC
BEN,2008,Low income,No,Western and Central Africa,2008,Low income,LIC
BEN,2010,Low income,No,Western and Central Africa,2010,Low income,LIC
BEN,2002,Low income,No,Western and Central Africa,2002,Low income,LIC
BEN,2003,Low income,No,Western and Central Africa,2003,Low income,LIC
BEN,1989,Low income,,Western and Central Africa,1989,Low income,LIC
BEN,2017,Low income,No,Western and Central Africa,2017,Low income,LIC
BEN,1995,Low income,,Western and Central Africa,1995,Low income,LIC
BEN,2016,Low income,No,Western and Central Africa,2016,Low income,LIC
BEN,2006,Low income,No,Western and Central Africa,2006,Low income,LIC
BEN,2023,Lower middle income,No,Western and Central Africa,2023,Lower middle income,LMIC
BEN,1988,Low income,,Western and Central Africa,1988,Low income,LIC
BEN,2001,Low income,No,Western and Central Africa,2001,Low income,LIC
BEN,2020,Lower middle income,No,Western and Central Africa,2020,Lower middle income,LMIC
BEN,2014,Low income,No,Western and Central Africa,2014,Low income,LIC
BEN,2005,Low income,No,Western and Central Africa,2005,Low income,LIC
BEN,2013,Low income,No,Western and Central Africa,2013,Low income,LIC
BFA,1999,Low income,No,Western and Central Africa,1999,Low income,LIC
BFA,1992,Low income,,Western and Central Africa,1992,Low income,LIC
BFA,2004,Low income,No,Western and Central Africa,2004,Low income,LIC
BFA,2012,Low income,No,Western and Central Africa,2012,Low income,LIC
BFA,2022,Low income,Yes,Western and Central Africa,2022,Low income,LIC
BFA,2003,Low income,No,Western and Central Africa,2003,Low income,LIC
BFA,1997,Low income,,Western and Central Africa,1997,Low income,LIC
BFA,2008,Low income,No,Western and Central Africa,2008,Low income,LIC
BFA,2024,Low income,Yes,Western and Central Africa,2024,Low income,LIC
BFA,1998,Low income,No,Western and Central Africa,1998,Low income,LIC
BFA,1990,Low income,,Western and Central Africa,1990,Low income,LIC
BFA,2011,Low income,No,Western and Central Africa,2011,Low income,LIC
BFA,1989,Low income,,Western and Central Africa,1989,Low income,LIC
BFA,2016,Low income,No,Western and Central Africa,2016,Low income,LIC
BFA,1993,Low income,,Western and Central Africa,1993,Low income,LIC
BFA,2006,Low income,No,Western and Central Africa,2006,Low income,LIC
BFA,1996,Low income,,Western and Central Africa,1996,Low income,LIC
BFA,2021,Low income,Yes,Western and Central Africa,2021,Low income,LIC
BFA,1991,Low income,,Western and Central Africa,1991,Low income,LIC
BFA,1988,Low income,,Western and Central Africa,1988,Low income,LIC
BFA,1995,Low income,,Western and Central Africa,1995,Low income,LIC
BFA,2002,Low income,No,Western and Central Africa,2002,Low income,LIC
BFA,2023,Low income,Yes,Western and Central Africa,2023,Low income,LIC
BFA,2019,Low income,Yes,Western and Central Africa,2019,Low income,LIC
BFA,2015,Low income,No,Western and Central Africa,2015,Low income,LIC
BFA,2000,Low income,No,Western and Central Africa,2000,Low income,LIC
BFA,2020,Low income,Yes,Western and Central Africa,2020,Low income,LIC
BFA,2007,Low income,No,Western and Central Africa,2007,Low income,LIC
BFA,2018,Low income,Yes,Western and Central Africa,2018,Low income,LIC
BFA,2013,Low income,No,Western and Central Africa,2013,Low income,LIC
BFA,2005,Low income,No,Western and Central Africa,2005,Low income,LIC
BFA,1987,Low income,,Western and Central Africa,1987,Low income,LIC
BFA,2014,Low income,No,Western and Central Africa,2014,Low income,LIC
BFA,2009,Low income,No,Western and Central Africa,2009,Low income,LIC
BFA,2010,Low income,No,Western and Central Africa,2010,Low income,LIC
BFA,2001,Low income,No,Western and Central Africa,2001,Low income,LIC
BFA,1994,Low income,,Western and Central Africa,1994,Low income,LIC
BGD,2005,Low income,No,,2005,Low income,LIC
BGD,1997,Low income,,,1997,Low income,LIC
BGD,1992,Low income,,,1992,Low income,LIC
BGD,2004,Low income,No,,2004,Low income,LIC
BGD,2022,Lower middle income,No,,2022,Lower middle income,LMIC
BGD,1987,Low income,,,1987,Low income,LIC
BGD,2015,Lower middle income,No,,2015,Lower middle income,LMIC
BGD,1993,Low income,,,1993,Low income,LIC
BGD,2019,Lower middle income,No,,2019,Lower middle income,LMIC
BGD,2016,Lower middle income,No,,2016,Lower middle income,LMIC
BGD,2008,Low income,No,,2008,Low income,LIC
BGD,2011,Low income,No,,2011,Low income,LIC
BGD,1998,Low income,No,,1998,Low income,LIC
BGD,2010,Low income,No,,2010,Low income,LIC
BGD,2018,Lower middle income,No,,2018,Lower middle income,LMIC
BGD,1989,Low income,,,1989,Low income,LIC
BGD,2003,Low income,No,,2003,Low income,LIC
BGD,1995,Low income,,,1995,Low income,LIC
BGD,2012,Low income,No,,2012,Low income,LIC
BGD,2007,Low income,No,,2007,Low income,LIC
BGD,2014,Lower middle income,No,,2014,Lower middle income,LMIC
BGD,2006,Low income,No,,2006,Low income,LIC
BGD,1996,Low income,,,1996,Low income,LIC
BGD,2009,Low income,No,,2009,Low income,LIC
BGD,2021,Lower middle income,No,,2021,Lower middle income,LMIC
BGD,1991,Low income,,,1991,Low income,LIC
BGD,2000,Low income,No,,2000,Low income,LIC
BGD,2023,Lower middle income,No,,2023,Lower middle income,LMIC
BGD,1994,Low income,,,1994,Low income,LIC
BGD,1988,Low income,,,1988,Low income,LIC
BGD,2002,Low income,No,,2002,Low income,LIC
BGD,2024,Lower middle income,No,,2024,Lower middle income,LMIC
BGD,2017,Lower middle income,No,,2017,Lower middle income,LMIC
BGD,1990,Low income,,,1990,Low income,LIC
BGD,2001,Low income,No,,2001,Low income,LIC
BGD,2013,Low income,No,,2013,Low income,LIC
BGD,2020,Lower middle income,No,,2020,Lower middle income,LMIC
BGD,1999,Low income,No,,1999,Low income,LIC
BGR,2004,Lower middle income,No,,2004,Lower middle income,LMIC
BGR,2017,Upper middle income,No,,2017,Upper middle income,UMIC
BGR,2007,Upper middle income,No,,2007,Upper middle income,UMIC
BGR,1991,Lower middle income,,,1991,Lower middle income,LMIC
BGR,2002,Lower middle income,No,,2002,Lower middle income,LMIC
BGR,1995,Lower middle income,,,1995,Lower middle income,LMIC
BGR,1999,Lower middle income,No,,1999,Lower middle income,LMIC
BGR,2012,Upper middle income,No,,2012,Upper middle income,UMIC
BGR,2018,Upper middle income,No,,2018,Upper middle income,UMIC
BGR,2014,Upper middle income,No,,2014,Upper middle income,UMIC
BGR,1992,Lower middle income,,,1992,Lower middle income,LMIC
BGR,2011,Upper middle income,No,,2011,Upper middle income,UMIC
BGR,2022,Upper middle income,No,,2022,Upper middle income,UMIC
BGR,1993,Lower middle income,,,1993,Lower middle income,LMIC
BGR,2023,High income,No,,2023,High income,HIC
BGR,2010,Upper middle income,No,,2010,Upper middle income,UMIC
BGR,2015,Upper middle income,No,,2015,Upper middle income,UMIC
BGR,2021,Upper middle income,No,,2021,Upper middle income,UMIC
BGR,1987,Lower middle income,,,1987,Lower middle income,LMIC
BGR,2000,Lower middle income,No,,2000,Lower middle income,LMIC
BGR,1996,Lower middle income,,,1996,Lower middle income,LMIC
BGR,2016,Upper middle income,No,,2016,Upper middle income,UMIC
BGR,2024,High income,No,,2024,High income,HIC
BGR,1988,Lower middle income,,,1988,Lower middle income,LMIC
BGR,1989,Lower middle income,,,1989,Lower middle income,LMIC
BGR,2019,Upper middle income,No,,2019,Upper middle income,UMIC
BGR,2008,Upper middle income,No,,2008,Upper middle income,UMIC
BGR,2005,Lower middle income,No,,2005,Lower middle income,LMIC
BGR,1997,Lower middle income,,,1997,Lower middle income,LMIC
BGR,1998,Lower middle income,No,,1998,Lower middle income,LMIC
BGR,1994,Lower middle income,,,1994,Lower middle income,LMIC
BGR,2009,Upper middle income,No,,2009,Upper middle income,UMIC
BGR,2006,Upper middle income,No,,2006,Upper middle income,UMIC
BGR,1990,Lower middle income,,,1990,Lower middle income,LMIC
BGR,2001,Lower middle income,No,,2001,Lower middle income,LMIC
BGR,2013,Upper middle income,No,,2013,Upper middle income,UMIC
BGR,2020,Upper middle income,No,,2020,Upper middle income,UMIC
BGR,2003,Lower middle income,No,,2003,Lower middle income,LMIC
BHR,2002,High income,No,,2002,High income,HIC
BHR,1999,Upper middle income,No,,1999,Upper middle income,UMIC
BHR,2016,High income,No,,2016,High income,HIC
BHR,2015,High income,No,,2015,High income,HIC
BHR,2014,High income,No,,2014,High income,HIC
BHR,1997,Upper middle income,,,1997,Upper middle income,UMIC
BHR,1995,Upper middle income,,,1995,Upper middle income,UMIC
BHR,2017,High income,No,,2017,High income,HIC
BHR,1991,Upper middle income,,,1991,Upper middle income,UMIC
BHR,2020,High income,No,,2020,High income,HIC
BHR,1996,Upper middle income,,,1996,Upper middle income,UMIC
